"id","name","address1","address2","city","state","code","country","phone","website","filepath","descript","last_mod"
"1171","Southend Brewery and Smokehouse - Charleston","161 East Bay Street",,"Charleston","South Carolina","29401","United States","1-843-853-4677",,,,"2010-07-22 20:00:20"
"1172","Southern Star Brewing Company","1207 N. FM 3083 E.",,"Conroe","Texas","77303","United States","(936).441-2739","http://www.southernstarbrewery.com/",,,"2010-07-22 20:00:20"
"1173","Southern Tier Brewing Co","2051A Stoneman Circle",,"Lakewood","New York","14750","United States","716-763-5479","http://www.southerntierbrewing.com/",,"Southern Tier Brewing Company was founded in 2004 by Phineas DeMink and Allen Yahn with the vision of bringing small batch brewing back to a region rich in brewing tradition. In 2003 Skip and Phin purchased the defunct Old Saddle Back Brewing Co. in Pittsfield, Massachusetts. All the equipment was removed and brought back to Lakewood, New York and set up at its new 10,000 square foot home, The Southern Tier Brewing Company. The Brewery began operations in February 2004 distributing regionally. By 2005 sales covered the majority of the New York State and the eastern half of Pennsylvania. In the beginning their two Flagship brands were a Pilsner and Mild Ale. Oh yeah they also brewed IPA! As it turned out the flagships were a flop and the IPA was a huge success. They next launched a line of seasonal beers which have gained great success. Since the beginning, Southern Tier has experienced steady growth, currently distributing to over 25% of the United States. Multiple expansions have been made to keep up with demand and the brewery continues to be innovative by producing new products.  Keep a look out for new products coming to stores near you.","2010-07-22 20:00:20"
"1174","357",,,,,,,,,,,"2010-07-22 20:00:20"
"1175","Spanish Peaks Brewing","Polson MT 59860",,"Polson","Montana",,"United States",,"http://www.blackdogales.com/",,,"2010-07-22 20:00:20"
"1176","Spaten-Franziskaner-BrÃ¤u","Marsstrae 46-48",,"MÃ¼nchen","Bayern",,"Germany","49-(0)89-/-5122-0",,,,"2010-07-22 20:00:20"
"1177","Speakeasy Ales and Lagers","1195-A Evans Avenue",,"San Francisco","California","94124","United States","1-415-642-3371",,,,"2010-07-22 20:00:20"
"1178","Spilker Ales","300 West Fourth Street",,"Cortland","Nebraska","68331","United States","1-402-798-7445",,,,"2010-07-22 20:00:20"
"1179","Spoetzl Brewery","603 East Brewery Street",,"Shiner","Texas","77984","United States","1-800-574-4637","http://www.shiner.com",,,"2010-07-22 20:00:20"
"1180","Sports City Cafe & Brewery",,,"La Jolla","California",,"United States",,,,,"2010-07-22 20:00:20"
"1181","Sprecher Brewing","701 West Glendale Avenue",,"Glendale","Wisconsin","53209","United States","1-414-964-2739","http://www.sprecherbrewery.com/",,,"2010-07-22 20:00:20"
"1182","Spring House Brewing Company","2519 Main St.",,"Conestoga","Pennsylvania","17516","United States",,"http://www.springhousebeer.com/",,,"2010-07-22 20:00:20"
"1183","Springfield Brewing","305 South Market Street",,"Springfield","Missouri","65806","United States","1-417-832-8277",,,,"2010-07-22 20:00:20"
"1184","St John Brewers",,,"St. John","Virgin Islands",,"United States",,"http://www.stjohnbrewers.com/index.html",,,"2010-07-22 20:00:20"
"1185","St Peter's Brewery","St Peter's Hall",,"Bungay","Suffolk",,"United Kingdom","44-(01986)-782322",,,,"2010-07-22 20:00:20"
"1186","St. Austell Brewery","63 Trevarthian Road",,"St. Austell","Cornwall","PL25 4BY","United Kingdom","0845 2411122","http://www.staustellbrewery.co.uk/",,,"2010-07-22 20:00:20"
"1187","St. Francis Abbey Brewery",,,"Kilkenny",,,"Ireland",,"http://www.diageo.ie/Company/Brewing/KilKenny/CompanyBrewingKilkenny",,,"2010-07-22 20:00:20"
"1188","St. GeorgenBru Modschiedler KG","Marktstrae 12",,"Buttenheim","Bayern",,"Germany","49-(0)9545-/-446-0",,,,"2010-07-22 20:00:20"
"1189","St. James's Gate Brewery",,,"Dublin",,,"Ireland",,"http://www.guinness.com",,,"2010-07-22 20:00:20"
"1190","St. Stan's Brewing Co.","821 L Street",,"Modesto","California","95354","United States","1-209-606-2739","http://www.ststans.com/",,,"2010-07-22 20:00:20"
"1191","Staatliches HofbrÃ¤uhaus in MÃ¼nchen","HofbrÃ¤uallee 1",,"MÃ¼nchen","Bayern",,"Germany","49-(0)89-/-92105-0",,,,"2010-07-22 20:00:20"
"1192","Stadsbrouwerij De Hemel","Franseplaats 1",,"Nijmegen",,"0","Netherlands","31-024-3606167",,,,"2010-07-22 20:00:20"
"1193","Standing Stone Brewing Company","101 Oak Street",,"Ashland","Oregon","97520","United States","(541) 482-2448","http://www.standingstonebrewing.com/",,"Ashland's only full service brewpub is housed in an historic building with a light industrial character. We offer our own freshly brewed handcrafted ales and lagers, including seasonal and other specialty brews.  All Standing Stone Ales are made here at the brewery in ten barrel batches using over 80% organic malts.","2010-07-22 20:00:20"
"1194","Steam Whistle Brewery","255 Bremner Road",,"Toronto","ON","M5V 3M9","Canada",,"http://www.steamwhistle.ca",,"One kind of beer - Steamwhistle Lager.","2010-07-22 20:00:20"
"1195","Steamworks","375 Water Street",,"Vancouver","British Columbia","V6B 5C6","Canada","1-604-689-2739","http://www.steamworks.com/gastown_index.htm",,"Steamworks gets its name from the famous Gastown steam line that runs through our premises. The Gastown Brewing Company, which is located onsite and brews Steamworks beers, uses steam to fire its kettles. The instant heat of steam allows for greater brewing finesse, and most importantly great tasting beer. Whether you're in the mood for a thirst quenching Lions Gate lager, or a full bodied HeriocaTM Oatmeal Stout, we've got a beer to please your palate.","2010-07-22 20:00:20"
"1196","Steamworks Brewing - Durango","801 East Second Avenue",,"Durango","Colorado","81301","United States","1-970-259-9200",,,,"2010-07-22 20:00:20"
"1197","Steel Brewing",,,"Longview","Texas",,"United States",,,,,"2010-07-22 20:00:20"
"1198","Steinfels Back & Brau",,,"Zrich",,,"Switzerland",,,,,"2010-07-22 20:00:20"
"1199","Steve and Clark's Brew Pub and Sausage Co. #2",,,"Durham","North Carolina",,"United States",,,,,"2010-07-22 20:00:20"
"1200","Stevens Point Brewery","2617 Water Street",,"Stevens Point","Wisconsin","54481","United States","1-715-344-9310",,,,"2010-07-22 20:00:20"
"1201","Stewart's Brewing","219 Governor's Square",,"Bear","Delaware","19701","United States","1-302-836-2739",,,,"2010-07-22 20:00:20"
"1202","Stieglbrauerei zu Salzburg GmbH","KendlerstraÃŸe 1",,"Salzburg",,,"Austria","43-0-662-/-83-87-0","http://www.stieglbrauerei.at/",,,"2010-07-22 20:00:20"
"1203","Stillwater Artisanal Ales",,,"Baltimore","Maryland",,"United States",,"http://www.stillwaterales.com/",,,"2010-07-22 20:00:20"
"1204","Stone Brewing Co.","1999 Citracado Parkway",,"Escondido","California","92029","United States","1-760-471-4999","http://www.stonebrew.com/",,,"2010-07-22 20:00:20"
"1205","Stone Cellar Brewpub & Restaurant","1004 South Olde Oneida",,"Appleton","Wisconsin","54915","United States","1-920-735-0507",,,,"2010-07-22 20:00:20"
"1206","Stone City Brewing",,,"Solon","Iowa",,"United States",,,,,"2010-07-22 20:00:20"
"1207","Stone Coast Brewing - Portland","23 Rice Street",,"Portland","Maine","4103","United States","1-207-774-7437",,,,"2010-07-22 20:00:20"
"1208","Stonecutters Brewhouse","14 N Main St.",,"Barre","Vermont","5641","United States","(802) 476-6000","http://www.stonecuttersbrewhouse.com/",,"Stonecutters Brewhouse is a 4 barrel brewhouse located in central Vermont in the small town (pop. 9000) of Barre. Barre is the sister town to Montpelier, which is the capital of Vermont. Stonecutters is a locally owned and operated.","2010-07-22 20:00:20"
"1209","Stoney Creek Brewing Company","237 Joseph Campau",,"Detroit","Michigan","48207","United States","1-877-786-6399",,,,"2010-07-22 20:00:20"
"1210","Storm Brewing","310 Commercial Drive",,"Vancouver","British Columbia","V5L 3V6","Canada","(604) 255-9119","http://www.stormbrewing.org",,"Storm Brewing thundered onto the market in June of 1995 with a brilliantly balanced ale called Red Sky Alt which was reminiscent of the great German Alt Biers of the Golden Years of European brewing. The instant success of Red Sky quickly established the reputation of Brewmaster and owner, James Walton. He is perceived as an innovator and as a stickler for quality by both the media and the trade. Recent expert evaluation rated Storm Brewing's Hurricane I.P.A. among the best in the whole of Canada.","2010-07-22 20:00:20"
"1211","Stoudt's Brewery","2800 North Reading Road",,"Adamstown","Pennsylvania","19501","United States","717-484-4386","http://www.stoudtsbeer.com/brewery.html",,"Over 20 years, Stoudt's Brewing Company has grown and evolved from a small brewery with limited draught distribution, to a packaging regional microbrewery with distribution in 10 different states, producing over 10,000 barrels a year. Even with the growth over the years, one thing has always remained constant, and that is the attention to detail that goes into every batch of handcrafted beer that is traditionally brewed, packaged and sold with passion by our small team of hardworking dedicated employees. A tradition that was started by Ed and Carol and will be carried on by their children for many years to come","2010-07-22 20:00:20"
"1212","Stout Brothers Public House",,,"Milwaukee","Wisconsin",,"United States",,,,,"2010-07-22 20:00:20"
"1213","Strangford Lough Brewing Company Ltd","Braidleigh Lodge 22 Shore Road",,"Killyleagh","County Down","BT30 9UE","Ireland","+44 (0)28 4482 1461","http://slbc.ie/",,,"2010-07-22 20:00:20"
"1214","Straub Brewery","303 Sorg Street",,"St. Mary's","Pennsylvania","15857","United States","814-834-2875","http://www.straubbeer.com/index.htm",,,"2010-07-22 20:00:20"
"1215","Stroh Brewery Company",,,"Tampa","Florida",,"United States",,,,,"2010-07-22 20:00:20"
"1216","Sturgeon Bay Brewing",,,"Sturgeon Bay","Wisconsin","54235","United States","1-920-746-7611",,,"(No longer brewing)","2010-07-22 20:00:20"
"1217","Stuttgarter Hofbru","Bblinger Strae 104",,"Stuttgart","Baden-Wrttemberg",,"Germany","49-(0)711-/-6488-0",,,,"2010-07-22 20:00:20"
"1218","Sudwerk Privatbrauerei Hbsch","2001 Second Street",,"Davis","California","95616","United States","1-530-756-2739",,,,"2010-07-22 20:00:20"
"1219","Sullivan's Black Forest Brew Haus & Grill","281 Heinlein Strasse",,"Frankenmuth","Michigan","48734","United States","1-800-890-6877",,,,"2010-07-22 20:00:20"
"1220","Summit Brewing","910 Montreal Circle",,"Saint Paul","Minnesota","55102","United States","1-651-265-7800","http://www.summitbrewing.com/",,,"2010-07-22 20:00:20"
"1221","Surly Brewing","4811 Dusharme Drive",,"Brooklyn Center","Minnesota","55429","United States","1-763-535-3330","http://www.surlybrewing.com/",,,"2010-07-22 20:00:20"
"1222","Swan Brewery","25 Baile Road",,"Canning Vale","Western Australia",,"Australia","61-(08)-9350-0222",,,,"2010-07-22 20:00:20"
"1223","Sweet Water Tavern and Brewery","45980 Waterview Plaza",,"Sterling","Virginia","20121","United States","(703) 449-1108","http://www.greatamericanrestaurants.com/sweetMainSter/index.htm",,,"2010-07-22 20:00:20"
"1224","Sweetwater Brewing - Atlanta","195 Ottley Drive",,"Atlanta","Georgia","30324","United States","1-404-691-2537","http://www.sweetwaterbrew.com/",,,"2010-07-22 20:00:20"
"1225","Sweetwater Brewing - Casper",,,"Casper","Wyoming",,"United States",,,,,"2010-07-22 20:00:20"
"1226","Sweetwater Tavern - Centreville","14250 Sweetwater Lane",,"Centreville","Virginia","20121","United States","1-703-449-1100",,,,"2010-07-22 20:00:20"
"1227","Switchback Brewing Co","PO Box 4210",,"Burlington","Vermont","5406","United States","(802) 651-4114",,,,"2010-07-22 20:00:20"
"1228","T&R; Theakston","The Brewery",,"Ripon","North Yorkshire",,"United Kingdom","44-(01765)-689544",,,,"2010-07-22 20:00:20"
"1229","T-Bonz Gill, Grill and Brewery","1028 Johnny Dodds Boulevard",,"Mount Pleasant","South Carolina","29464","United States","1-843-971-7777",,,,"2010-07-22 20:00:20"
"1230","Tabernash Brewing",,,"Longmont","Colorado",,"United States",,,,,"2010-07-22 20:00:20"
"1231","Tablerock","705 Fulton St",,"Boise","Idaho","83702","United States","(208) 342-0944","http://www.tablerockbrewpub.com/",,,"2010-07-22 20:00:20"
"1232","Tailgate Beer","6648 Reservoir Ln",,"San Diego","California","92155","United States","619.466.2337","http://www.tailgatebeer.com/indexmain.php",,,"2010-07-22 20:00:20"
"1233","Taiwan Tobacco and Wine Monopoly Board","Taipei",,"Taipei",,,"Taiwan, Province of China",,,,,"2010-07-22 20:00:20"
"1234","Tampa Bay Brewing","1812 North 15th Street",,"Tampa","Florida","33605","United States","1-813-247-1422",,,,"2010-07-22 20:00:20"
"1235","Tap Room Brewing Company",,,"La Crosse","Wisconsin",,"United States",,"http://www.taproom21.com/",,,"2010-07-22 20:00:20"
"1236","Taylor Brewing","717 East Butterfield Road",,"Lombard","Illinois","60148","United States","1-630-990-8700",,,,"2010-07-22 20:00:20"
"1237","Taylor's Crossing Brewing","1025 Marine Drive",,"North Vancouver","British Columbia","0","Canada","1-604-984-2739",,,,"2010-07-22 20:00:20"
"1238","Taylor's Restaurant and Brewery",,,"San Diego","California",,"United States",,,,,"2010-07-22 20:00:20"
"1239","Tempo",,,,,,"Israel",,"http://www.tempo.co.il/",,,"2010-07-22 20:00:20"
"1240","Tenaya Creek Restaurant and Brewery","3101 North Tenaya Way",,"Las Vegas","Nevada","89128","United States","1-702-362-7335",,,,"2010-07-22 20:00:20"
"1241","Tennent Caledonian Brewery","161 Duke Street",,"Glasgow","Scotland",,"United Kingdom","44-(0141)-552-6552",,,,"2010-07-22 20:00:20"
"1242","Terminal Gravity Brewing","803 SE School Street",,"Enterprise","Oregon","97828","United States","1-541-426-0158",,,,"2010-07-22 20:00:20"
"1243","Terrapin Beer Company","196 Alps Road",,"Athens","Georgia","30606","United States","1-888-557-2337","http://www.terrapinbeer.com/",,,"2010-07-22 20:00:20"
"1244","The Alchemist","23 South Main Street",,"Waterbury","Vermont","5676","United States","(802) 244-4120","http://www.alchemistbeer.com/",,"The Alchemist is a 7 barrel brew pub specializing in hand-crafted beer and casual pub fare. All of our ales are brewed in our basement brewery, which was designed and installed by our brewer and co-proprietor John Kimmich. We use only the finest imported malts and domestic hops available to bring you the tastiest and finest selection of beers in Vermont!","2010-07-22 20:00:20"
"1245","The Blind Bat Brewery LLC","420 Harrison Drive",,"Centerport","New York","11721","United States","(631) 891-7909","http://www.blindbatbrewery.com/",,,"2010-07-22 20:00:20"
"1246","The Bruery","715 Dunn Way",,"Placentia","California","92870","United States","714-996-6258","http://www.thebruery.com/",,"We are A small craft brewery located in Orange County, California. Our simple but often confusing name is a fusion of 'brewery' with our family name, Rue. Our calling is to create beers with character and depth using the simplest and purest of means. We do not filter or pasteurize our beers. All of our bottled beers gain carbonation through 100% bottle conditioning, allowing carbonation to naturally occur through a secondary bottle fermentation. We strive to use unconventional ingredients, and we will proudly state what we put in our beers. We enjoy serving you, your friends and your family.","2010-07-22 20:00:20"
"1247","The Cambridge House","357 Salmon Brook Street",,"Granby","Connecticut","6035","United States","(860) 653-BREW","http://www.cambridgebrewhouse.com/",,"The best brewery in the Connecticut river valley.  Hands down!  It serves 2 beers that have won a total of 3 gold medals at big beer fests.","2010-07-22 20:00:20"
"1248","The Church Brew Works","3525 Liberty Avenue",,"Pittsburgh","Pennsylvania","15201","United States","412-688-8200","http://churchbrew.com/",,,"2010-07-22 20:00:20"
"1249","The Hop Yard","Bollinger Canyon Rd.",,"San Ramon","California",,"United States",,"http://www.hopyard.com/",,"Good rotating selection of beers from distinct breweries. Good food as well.","2010-07-22 20:00:20"
"1250","The Livery","190 5th Street",,"Benton Harbor","Michigan","49022","United States","(269) 925-8760","http://liverybrew.com/",,"All of our Hand Forged Microbrews here at the Livery are painstakingly created by brewmaster Steve Berthel and his assistant, Wally Rouse, on a 10bbl. system of his own design. Closed fermenters allow for the use of many different yeast strains to assure that all our beer styles have their own unique flavor profile. Many of our high gravity beers are aged in a selection of oak barrels for up to a year.  We feature 3 real ales every day, poured to perfection from our antique beer engines. Every 4th. Sunday of the month is Freakin' Firkin Sunday where we have live Irish Music, home made Ruebens, and 2 Firkins of real ale. We do not bottle our beer at this time, but we do offer our beer to retailers in 1/4 bbls. or 1/2 bbls. Please feel free to contact Steve at steve@liverybrew.com for more info. on distribution in your area. Cheers!","2010-07-22 20:00:20"
"1251","The Lost Abbey","155 Mata Way Suite 104",,"San Marcos","California","92069","United States","(800) 918-6816","http://www.lostabbey.com/",,,"2010-07-22 20:00:20"
"1252","The Narragansett Brewing Company","60 Ship Street",,"Providence","Rhode Island","2903","United States","401.437.8970","http://www.narragansettbeer.com",,"Famous New England Brand, went defunct in the 1980's but has been revived in 2005, with a tasty lager. Locally available in New England","2010-07-22 20:00:20"
"1253","The Round Barn Winery & Brewery","10983 Hills Road",,"Baroda","Michigan","49101","United States","(800)-716-9463","http://www.roundbarnwinery.com/brewery.php",,"With more than 30 years of fermentation experience and an award-winning reputation in the industry, our line of hand-crafted brews embody the satisfying bold taste you've come to expect from The Round Barn.","2010-07-22 20:00:20"
"1254","Third Street Ale Works","610 Third Street",,"Santa Rosa","California","95404","United States","1-707-523-3060","http://www.thirdstreetaleworks.com",,,"2010-07-22 20:00:20"
"1255","Thirsty Dog Brewing","529 Grant St. Suite B",,"Akron","Ohio","44311","United States","330-252-2739","http://www.thirstydog.com",,"Here at the Thirsty Dog Brewing Company, full flavor, delicate balance, texture & aroma combine to make beer an infinitely complex experience, and one that can be thoroughly enjoyable. Each of our beers are meticulously hand crafted in small batches using the finest ingredients. High quality malted barley is the source of the beer's sweetness & body. Select American & European hops are used to balance the malt sweetness, and , at times, add special flavors & aromas to the beer. Our careful selection of ingredients, along with specially designed recipes & brewing processes, give Thirsty Dog beers their unique flavor profiles that can be hard to find in today's mass market. one size fits all society. Our microbrewed beers are far more diverse in range and character then the small spectrum of mass-marketed beers offered to the American public by the large national breweries. Enjoy the diversity, Unleash the flavor today., Welcome to Thirsty Dog Brewing Company, and welcome to great beer!","2010-07-22 20:00:20"
"1256","ThirstyBear Brewing","661 Howard Street",,"San Francisco","California","94105","United States","1-415-974-0905",,,,"2010-07-22 20:00:20"
"1257","Thomas Creek Brewery","2054 Piedmont Highway",,"Greenville","South Carolina","29605","United States","1-864-605-1166",,,,"2010-07-22 20:00:20"
"1258","Thomas Hooker Brewing","16 Tobey Road",,"Bloomfield","Connecticut","6002","United States","860-242-3111","http://www.hookerbeer.com/",,"Tastings every Saturday from 12-6pm, and 1st and 3rd Friday of every month from 5-8.","2010-07-22 20:00:20"
"1259","Thomas Kemper Brewing","91 South Royal Brougham",,"Seattle","Washington","98134","United States","1-260-682-8322",,,,"2010-07-22 20:00:20"
"1260","Three Floyds Brewing","9750 Indiana Parkway",,"Munster","Indiana","46321","United States","1-219-922-3565","http://www.threefloydspub.com/",,,"2010-07-22 20:00:20"
"1261","Three Needs Brewery and Taproom","207 College Street",,"Burlington","Vermont","5401","United States","1-802-658-0889",,,"Freshly-brewed self and local beers, as well as a small but decent selection of beers on tap. Red felt pool table in the back, and friendly barstaff.","2010-07-22 20:00:20"
"1262","Thunder Canyon Brewery","7401 North La Cholla Boulevard",,"Tucson","Arizona","85741","United States","1-520-797-2652","http://www.thundercanyonbrewery.com/",,,"2010-07-22 20:00:20"
"1263","Thunderhead Brewery","18 East 21st Street",,"Kearney","Nebraska","68847","United States","1-308-237-1558",,,,"2010-07-22 20:00:20"
"1264","Thunderhead Brewery #2","120 East Third Street",,"Grand Island","Nebraska","68801","United States","1-308-398-2500",,,,"2010-07-22 20:00:20"
"1265","Tied House Cafe & Brewery - San Jose","65 North San Pedro",,"San Jose","California","95110","United States","1-408-295-2739",,,,"2010-07-22 20:00:20"
"1266","Timmermans","Kerkstraat 11",,"Itterbeek",,"1701","Belgium","3225690357","http://www.anthonymartin.be/",,"Timmermans brews only traditional Lambic; the basic beer that, from spontaneous fermentation, is used throughout the entire range. Brewing Lambic, without adding yeast, is a complex and subtle art requiring recipes and patience passed on by the family. Lambics survive thanks to a handful of Brussels breweries and the presence of two micro-organisms that exist only in the Senne Valley: Brettanomyces Bruxellensis and Brettanomyces Lambicus. By adding fruit and spices, the magic of traditionallymade beers unravels: Strawberry, Kriek, PÃªche, Framboise, Forest Fruit, but also Oude Gueuze, Kriek Retro, Gueuze, Faro or Lambicus Blanche. A unique site: open daily (including weekends), booking required. Possibilities for your meetings and banquets.","2010-07-22 20:00:20"
"1267","Tin Whistle Brewing","954 West Eckhardt Avenue",,"Penticton","British Columbia","0","Canada","1-250-770-1122",,,,"2010-07-22 20:00:20"
"1268","Titletown Brewing","200 Dousman Street",,"Green Bay","Wisconsin","54303","United States","1-920-437-2337",,,,"2010-07-22 20:00:20"
"1269","Tivoli Brewing",,,"Denver","Colorado",,"United States",,,,,"2010-07-22 20:00:20"
"1270","Tollemache and Cobbold Brewery",,,"Ipswich","Suffolk",,"United Kingdom",,,,,"2010-07-22 20:00:20"
"1271","Tommyknocker Brewery and Pub","1401 Miner Street",,"Idaho Springs","Colorado","80452","United States","1-303-567-2688","http://www.tommyknocker.com/",,,"2010-07-22 20:00:20"
"1272","Tomos Watkin and Sons Ltd.","Unit 3, Century Park, Valley Way",,"Swansea","Wales",,"United Kingdom","44-(01792)-775333",,,,"2010-07-22 20:00:20"
"1273","Tongerlo",,,"Westerlo","Antwerp",,"Belgium",,"http://www.tongerlo.be",,,"2010-07-22 20:00:20"
"1274","Tooheys","29 Nyrang Street",,"Sydney","New South Wales",,"Australia",,,,,"2010-07-22 20:00:20"
"1275","Tooth's",,,"Sydney","New South Wales",,"Australia",,,,,"2010-07-22 20:00:20"
"1276","Top of the Hill Restaurant and Brewery","101 East Franklin Street",,"Chapel Hill","North Carolina","27514","United States","1-919-929-8676",,,,"2010-07-22 20:00:20"
"1277","Trade Winds Brewing",,,"Wailuku","Hawaii",,"United States",,,,,"2010-07-22 20:00:20"
"1278","Traffic Jam and Snug","4268 Second Street",,"Detroit","Michigan","48201","United States","313-831-9470",,,,"2010-07-22 20:00:20"
"1279","Trailhead Brewing Company","921 South Riverside Drive",,"Saint Charles","Missouri","63301","United States","1-636-946-2739",,,,"2010-07-22 20:00:20"
"1280","Trap Rock Restaurant and Brewery","279 Springfield Avenue",,"Berkeley Heights","New Jersey","7922","United States","1-908-665-1755",,,,"2010-07-22 20:00:20"
"1281","Traquair House Brewery","Innerleithen EH44 6PW",,"Innerleithen","Scotland",,"United Kingdom","44-(01896)-830323",,,,"2010-07-22 20:00:20"
"1282","Trinity Brewing Company","1446 Garden of the Gods",,"Colorado Springs","Colorado","80907","United States","719-634-0029","http://trinitybrew.com/",,,"2010-07-22 20:00:20"
"1283","Triple Rock Brewery","1920 Shattuck Avenue",,"Berkeley","California","94704","United States","1-510-843-2739",,,,"2010-07-22 20:00:20"
"1284","Triumph Brewing of New Hope","400 Union Square",,"New Hope","Pennsylvania","18938","United States","1-215-862-8300","http://www.triumphbrewing.com/",,,"2010-07-22 20:00:20"
"1285","Triumph Brewing of Princeton","138 Nassau Street",,"Princeton","New Jersey","8542","United States","1-609-924-7855",,,,"2010-07-22 20:00:20"
"1286","Troegs Brewing","800 Paxton Street",,"Harrisburg","Pennsylvania","17104","United States","1-717-232-1297","http://www.troegs.com/",,"TrÃ¶egs Brewing Company was established in 1997. Today, the brewery produces nine different beers including Hopback Amber Ale, Troegenator Doublebock, Rugged Trail Ale, TrÃ¶egs Pale Ale, Nugget Nectar (seasonal) Dead Reckoning Porter (seasonal), Sunshine Pils (seasonal), The Mad Elf (seasonal), and distributes its product in Pennsylvania, New Jersey, Maryland, Delaware and Virginia.","2010-07-22 20:00:20"
"1287","Tropical Beverage (International) Co., Ltd","35 Soi Prommit, Sukumvit 39",,"Bangkok",,,"Thailand",,"http://www.tropbevco.com/",,,"2010-07-22 20:00:20"
"1288","Trout River Brewing","58 Broad Street",,"Lyndonville","Vermont","5851","United States","802) 656-9396","http://www.troutriverbrewing.com/",,"Trout River Brewing prides itself on creating and serving fresh, all natural, premium ales and lagers. Our beers are made with pure Vermont water, the best imported and domestic malts and hops, and quality yeasts. Nothing else is added and we take nothing away!","2010-07-22 20:00:20"
"1289","Tsingtao",,,"Qingdao","Shandong",,"China",,,,,"2010-07-22 20:00:20"
"1290","Tucher Bru","Schillerstrae 14",,"Nrnberg","Bayern",,"Germany","49-(0)911-/-9776-0",,,,"2010-07-22 20:00:20"
"1291","Tui Brewery","State Highway 2",,"Mangatainoka",,,"New Zealand","64-(06)-3767549",,,,"2010-07-22 20:00:20"
"1292","Tunner's Guild Brewing Systems",,,"Saint Paul","Minnesota",,"United States",,,,,"2010-07-22 20:00:20"
"1293","Tuppers Hop Pocket Ale","6404 Redwing Road",,"Bethesda","Maryland","20817","United States","1-301-229-2027",,,,"2010-07-22 20:00:20"
"1294","Tustin Brewing","13011 Newport Avenue #100",,"Tustin","California","92780","United States","1-714-665-2337",,,,"2010-07-22 20:00:20"
"1295","Twin Ports Brewing",,,"Superior","Wisconsin",,"United States",,,,,"2010-07-22 20:00:20"
"1296","Twin Rivers Brewing","104 North Lewis Street",,"Monroe","Washington","98272","United States","1-360-794-4056",,,,"2010-07-22 20:00:20"
"1297","Twisted Pine Brewing Company","3201 Walnut Street Ste A",,"Boulder","Colorado","80301","United States","303.786.9270","http://www.twistedpinebrewing.com/",,"Established in 1995, Twisted Pine Brewing Company produces only 100% natural, unpasteurized pure malt ales, batch brewed and hand-crafted. Because we believe that craft beer is best enjoyed fresh, Twisted Pine ales can only be found throughout Colorado. By maintaining only a local presence we feel proud that our beers capture the full flavor and variety of style found at our brewery. It is our intention to bring to you a select family of individually distinctive ales that we as brewers would enjoy drinking ourselves. That is our final measure. We ignore costs, fads, and difficulty in creating our ales. And, while we are very serious about the art and business of beer making, we try to avoid taking ourselves too seriously. After all, we realize brewing a fine beer isn't exactly nuclear physics. It's something far more important. -Twistedpine.com","2010-07-22 20:00:20"
"1298","Two Brothers Brewing","30 Butterfield Road",,"Warrenville","Illinois","60555","United States","1-800-451-6348","http://www.twobrosbrew.com/",,,"2010-07-22 20:00:20"
"1299","Two Dogs Beverage Company","272 Plandome Road",,"Manhasset","New York","11030","United States","1-516-869-6568",,,,"2010-07-22 20:00:20"
"1300","TwoRows Restaurant & Brewery - Dallas","5500 Greenville Avenue #1300",,"Dallas","Texas","75206","United States","1-214-696-2739",,,,"2010-07-22 20:00:20"
"1301","Tyranena Brewing","1025 Owen Street",,"Lake Mills","Wisconsin","53551","United States","1-920-648-8699","http://www.tyranena.com",,,"2010-07-22 20:00:20"
"1302","Tyskie Browary KsiÄ…Å¼Ä™ce","Mikolowska 5",,"Tychy",,,"Poland","48-32-327-81-00","http://www.tyskie.pl/",,,"2010-07-22 20:00:20"
"1303","Uerige Obergrige Hausbrauerei","Bergerstrae 1",,"Dsseldorf","Nordrhein-Westfalen",,"Germany","49-(0)211-/-86699-0",,,,"2010-07-22 20:00:20"
"1304","Uinta Brewing Compnay","1722 South Fremont Drive (2375 West)",,"Salt Lake City","Utah","84104","United States","1-801-467-0909","http://www.uintabrewing.com/",,,"2010-07-22 20:00:20"
"1305","Ukiah Brewing","102 South State Street",,"Ukiah","California","95482","United States","1-707-468-5898",,,,"2010-07-22 20:00:20"
"1306","Umpqua Brewing",,,"Roseburg","Oregon",,"United States",,,,,"2010-07-22 20:00:20"
"1307","Unibroue","80 Des Carrires",,"Chambly","Quebec",,"Canada","1-450-658-7658","http://www.unibroue.com",,"There is more to certain beers than simple refreshment. Unibroue has raised the standards of conventional beer in by brewing craftsman beers for savouring.  Of incomparable quality and a taste, the beers at Unibroue are entirely natural, contain no chemical additives or preservatives, and are made with first quality ingredients.  Rediscover beer with Unibroue. You will never taste beer the same way again!","2010-07-22 20:00:20"
"1308","Unicer",,,,,,"Portugal",,"http://www.unicer.pt",,,"2010-07-22 20:00:20"
"1309","Union Barrel Works","6 N. Reamstown Road",,"Reamstown","Pennsylvania","17567","United States","717-335-7837","http://www.unionbarrelworks.com/",,"Union Barrel Works is a restaurant and brew pub located in Reamstown, Pennsylvania in an historic building which originally functioned as a hardware store. It later became Reamstown Garment and was a sewing factory. The building itself was built in 1911 and still has the original hardwood maple floors and authentic tin ceiling. Come visit us for a great atmosphere, better food and excellent beer!","2010-07-22 20:00:20"
